,Sexist tokens
2514,look
2515,like
2516,belong
2517,wnba
2518,nope
2519,http
2520,women
2521,talk
2522,time
2523,men
2524,'m
2525,sorri
2526,ca
2527,n't
2528,handl
2529,women
2530,comment
2531,women
2532,talk
2533,sport
2534,espn
2535,'m
2536,sexist
2537,woman
2538,sport
2539,analyst
2540,n't
2541,thing
2542,'m
2543,sexist
2544,probabl
2545,get
2546,troubl
2547,women
2548,werent
2549,design
2550,creat
2551,alon
2552,lock
2553,sociopath
2554,prove
2555,'m
2556,sexist
2557,'m
2558,go
2559,punch
2560,women
2561,face
2562,aw
2563,women
2564,play
2565,play
2566,men
2567,spo
2568,im
2569,sexist
2570,fact
2571,aw
2572,call
2573,sexist
2574,ca
2575,n't
2576,stand
2577,femal
2578,announc
2579,male
2580,sport
2581,call
2582,sexist
2583,n't
2584,trust
2585,woman
2586,driver
2587,..
2588,atleast
2589,woman
2590,famili
2591,call
2592,sexist
2593,realli
2594,n't
2595,find
2596,femal
2597,comedian
2598,funni
2599,horribl
2600,parent
2601,call
2602,sexist
2603,son
2604,whatev
2605,want
2606,lol
2607,daughter
2608,much
2609,femal
2610,comedian
2611,n't
2612,funni
2613,ugh
2614,ca
2615,n't
2616,noth
2617,quit
2618,degrad
2619,man
2620,use
2621,feather
2622,duster
2623,call
2624,sexist
2625,could
2626,n't
2627,watch
2628,women
2629,standup
2630,ball
2631,inch
2632,bandsaw
2633,sexist
2634,hard
2635,watch
2636,game
2637,femal
2638,comment
2639,'m
2640,sexist
2641,realli
2642,stand
2643,women
2644,sportscast
2645,*vomit*
2646,'m
2647,sexist
2648,mean
2649,woman
2650,ever
2651,allow
2652,announc
2653,footbal
2654,game
2655,beth
2656,mowin
2657,voic
2658,annoy
2659,live
2660,hell
2661,major
2662,[
2663,bad
2664,driver
2665,]
2666,women
2667,right
2668,?
2669,call
2670,sexist
2671,realli
2672,n't
2673,like
2674,women
2675,comment
2676,footbal
2677,game
2678,call
2679,sexist
2680,n't
2681,like
2682,watch
2683,footbal
2684,femal
2685,comment
2686,men
2687,men
2688,dumb
2689,women
2690,call
2691,sexist
2692,...
2693,real
2694,ladi
2695,respect
2696,tradit
2697,values..
2698,men
2699,men
2700,women
2701,women
2702,``
2703,major
2704,shopper
2705,women
2706,bad
2707,cart
2708,driver
2709,hashtag
2710,sexist
2711,nice
2712,tri
2713,math
2714,hard
2715,two
2716,two
2717,make
2718,five
2719,know
2720,right
2721,?
2722,privileg
2723,im
2724,sexist
2725,racist
2726,contempt
2727,handicap
2728,peopl
2729,funni
2730,joke
2731,funni
2732,joke
2733,believ
2734,equal
2735,right
2736,sexist
2737,women
2738,reaction
2739,time
2740,gener
2741,awar
2742,what
2743,go
2744,whilst
2745,appar
2746,follow
2747,mani
2748,misogynist
2749,everyth
2750,girl
2751,relat
2752,girl
2753,twitter
2754,?
2755,hilari
2756,u
2757,write
2758,ur
2759,materi
2760,?
2761,lot
2762,ppl
2763,call
2764,sexist
2765,ppl
2766,women
2767,opinion
2768,n't
2769,matter
2770,emot
2771,blame
2772,gender
2773,sexist
2774,...
2775,hate
2776,women
2777,announc
2778,...
2779,tri
2780,sound
2781,analyt
2782,...
2783,'m
2784,sexist
2785,stand
2786,woman
2787,comment
2788,talk
2789,'m
2790,watch
2791,sport
2792,'m
2793,sexist
2794,extrem
2795,hard
2796,listen
2797,femal
2798,vocalist
2799,im
2800,sexist
2801,feminist
2802,piss
2803,off..
2804,``
2805,girl
2806,usual
2807,sexist
2808,girl
2809,ref
2810,nba
2811,?
2812,wow
2813,record
2814,'m
2815,sexist
2816,prove
2817,wrong
2818,femal
2819,comedian
2820,make
2821,formal
2822,apolog
2823,wo
2824,lmfao
2825,lmfao
2826,care
2827,women
2828,ufc
2829,titl
2830,match
2831,sexist
2832,serious
2833,one
2834,care
2835,lol
2836,'m
2837,sexist
2838,like
2839,first
2840,game
2841,two
2842,women
2843,linesman
2844,byu
2845,game
2846,alway
2847,luck
2848,like
2849,comment
2850,sexist
2851,'m
2852,person
2853,alway
2854,sexist
2855,first
2856,femal
2857,sport
2858,femal
2859,ref
2860,femal
2861,announc
2862,...
2863,life
2864,come
2865,...
2866,ppl
2867,call
2868,sexist
2869,cuz
2870,n't
2871,want
2872,wife
2873,ever
2874,work
2875,want
2876,stay
2877,home
2878,clean
2879,rais
2880,children
2881,``
2882,relax
2883,afterward
2884,&
2885,lt
2886,--
2887,standard
2888,hour
2889,shift
2890,child-rear
2891,housework
2892,take
2893,dead
2894,?
2895,call
2896,sexist
2897,'m
2898,comfort
2899,ladi
2900,ref
2901,footbal
2902,call
2903,sexist
2904,prefer
2905,cod
2906,without
2907,stupid
2908,chick
2909,call
2910,sexist
2911,like
2912,girl
2913,ref
2914,footbal
2915,...
2916,..
2917,haha
2918,call
2919,sexist
2920,still
2921,n't
2922,like
2923,main
2924,charact
2925,legend
2926,korra
2927,woman
2928,n't
2929,feel
2930,right
2931,version
2932,legend
2933,korra
2934,main
2935,charact
2936,mako
2937,stori
2938,hair
2939,gel
2940,file
2941,routin
2942,paperwork
2943,girl
2944,look
2945,buff
2946,...
2947,hahahaha
2948,'m
2949,sorri
2950,watch
2951,women
2952,ufc
2953,fight
2954,ky
2955,hate
2956,girl
2957,bad
2958,mood
2959,'m
2960,tri
2961,say
2962,hate
2963,girl
2964,hate
2965,girl
2966,think
2967,realli
2968,hot
2969,get
2970,differ
2971,person
2972,everi
2973,week
2974,realli
2975,they'r
2976,swear
2977,'m
2978,sexist
2979,%
2980,girl
2981,terribl
2982,video
2983,game
2984,mayb
2985,sister
2986,though
2987,damn
2988,cyber
2989,saudi-adjac
2990,nation
2991,sorri
2992,im
2993,sexist
2994,listen
2995,eoman
2996,call
2997,footbal
2998,game
2999,drive
3000,nut
3001,sexist
3002,think
3003,male
3004,comedian
3005,funnier
3006,femal
3007,one
3008,http
3009,sexist
3010,women
3011,tend
3012,late
3013,everi
3014,event
3015,regardless
3016,race
3017,prolli
3018,gene
3019,need
3020,mutagen
3021,sexist
3022,racist
3023,sexist
3024,women
3025,burkhah
3026,scare
3027,total
3028,'m
3029,sexist
3030,holi
3031,shit
3032,women
3033,driver
3034,aw
3035,hit
3036,-year-old
3037,n't
3038,treat
3039,women
3040,like
3041,object
3042,n't
3043,like
3044,...
3045,'m
3046,sexist
3047,anyth
3048,hate
3049,women
3050,commentari
3051,sport
3052,'m
3053,sexist
3054,last
3055,thing
3056,wan
3057,na
3058,read
3059,women
3060,footbal
3061,cricket
3062,sky
3063,sport
3064,news
3065,app
3066,yeah
3067,annoy
3068,job
3069,call
3070,sexist
3071,woman
3072,footbal
3073,comment
3074,annoy
3075,much
3076,never
3077,shut
3078,call
3079,sexist
3080,hear
3081,woman
3082,play
3083,play
3084,footbal
3085,game
3086,sound
3087,call
3088,sexist
3089,whatev
3090,wish
3091,reason
3092,realli
3093,hate
3094,girl
3095,talk
3096,footbal
3097,yeah
3098,one
3099,inexplic
3100,reason
3101,go
3102,ahead
3103,call
3104,sexist
3105,inept
3106,women
3107,http
3108,'m
3109,sexist
3110,opinion
3111,women
3112,drivers..
3113,experienc
3114,plenti
3115,time
3116,'m
3117,sexist
3118,anyth
3119,hope
3120,singl
3121,broad
3122,tri
3123,swerv
3124,...
3125,woman
3126,ultim
3127,posit
3128,man
3129,fundament
3130,understand
3131,mean
3132,fail
3133,'m
3134,sexist
3135,anyth
3136,everi
3137,girl
3138,crazi
3139,except
3140,p
3141,spike
3142,femal
3143,recognis
3144,``
3145,final
3146,spin
3147,wash
3148,machin
3149,full
3150,cloth
3151,http
3152,call
3153,sexist
3154,men
3155,alway
3156,superior
3157,driver
3158,also
3159,ableist
3160,damn
3161,wast
3162,call
3163,sexist
3164,idc
3165,girl
3166,fight
3167,argument
3168,sound
3169,retard
3170,sexist
3171,becom
3172,one
3173,drive
3174,way
3175,sexist
3176,'m
3177,sexist
3178,femal
3179,charact
3180,tv
3181,show
3182,%
3183,usual
3184,annoy
3185,charact
3186,unfortun
3187,one
3188,care
3189,think
3190,im
3191,sexist
3192,footbal
3193,ai
3194,n't
3195,meant
3196,women
3197,know
3198,%
3199,popul
3200,right
3201,?
3202,'m
3203,sexist
3204,feel
3205,mani
3206,women
3207,espn
3208,'m
3209,sexist
3210,straight
3211,world
3212,readi
3213,one
3214,power
3215,influenti
3216,countri
3217,wom
3218,'m
3219,sexist
3220,prefer
3221,make
3222,sammich
3223,instead
3224,read
3225,twitter
3226,'m
3227,sexist
3228,follow
3229,well
3230,inform
3231,knowledg
3232,femal
3233,fan
3234,comment
3235,daft
3236,least
3237,funni
3238,sexist
3239,unjok
3240,make
3241,sandwich
3242,xbox
3243,design
3244,boy
3245,make
3246,design
3247,girl
3248,get
3249,idea
3250,women
3251,sexist
3252,comment
3253,directli
3254,watch
3255,footbal
3256,n't
3257,talk
3258,unless
3259,team
3260,score
3261,agre
3262,would
3263,rather
3264,brush
3265,teeth
3266,sandpap
3267,watch
3268,footbal
3269,girl
3270,'ve
3271,got
3272,regular
3273,wordsworth
3274,hand
3275,unfortun
3276,get
3277,tf
3278,mention
3279,say
3280,someth
3281,enforc
3282,stereotyp
3283,n't
3284,stereotyp
3285,``
3286,'m
3287,select
3288,highlight
3289,women
3290,meet
3291,stereotyp
3292,'m
3293,fish
3294,confirm
3295,sexist
3296,'m
3297,sexist
3298,woman
3299,present
3300,footbal
3301,show
3302,ca
3303,n't
3304,take
3305,serious
3306,'m
3307,sexist
3308,femal
3309,late
3310,dumb
3311,pleas
3312,focu
3313,brain
3314,soul
3315,bodi
3316,sexist
3317,girl
3318,twitter
3319,n't
3320,funni
3321,n't
3322,ever
3323,want
3324,femal
3325,talk
3326,footbal
3327,play
3328,sure
3329,women
3330,dart
3331,tv
3332,unless
3333,realli
3334,bad
3335,seen
3336,better
3337,pub
3338,someth
3339,women
3340,comment
3341,footbal
3342,realli
3343,fuck
3344,bug
3345,edgi
3346,'m
3347,sexist
3348,'m
3349,realist
3350,ca
3351,n't
3352,make
3353,sens
3354,shit
3355,societi
3356,call
3357,sexist
3358,watchin
3359,bachelor
3360,nat.championship
3361,prove
3362,sport
3363,fan
3364,matter
3365,whose
3366,call
3367,sexist
3368,old
3369,fashion
3370,new
3371,trend
3372,dude
3373,take
3374,alimoni
3375,shame
3376,utterli
3377,unmasculin
3378,yet
3379,antiqu
3380,furnitur
3381,...
3382,ladi
3383,...
3384,'ve
3385,around
3386,price
3387,goe
3388,call
3389,sexist
3390,u
3391,know
3392,true
3393,use
3394,commun
3395,human
3396,?
3397,chick
3398,man
3399,n't
3400,call
3401,sexist
3402,know
3403,y'all
3404,girl
3405,twitter
3406,goe
3407,attempt
3408,``
3409,'m
3410,deep
3411,dude
3412,persona
3413,suck
3414,ball
3415,hoe
3416,'m
3417,sexist
3418,bitch
3419,drive
3420,'m
3421,sexist
3422,singl
3423,women
3424,sport
3425,stand
3426,sit
3427,oppress
3428,'m
3429,sexist
3430,rememb
3431,hate
3432,feminist
3433,unless
3434,black
3435,orjewish
3436,pleas
3437,stop
3438,whine
3439,'m
3440,sexist
3441,anyth
3442,...
3443,(
3444,realli
3445,'m
3446,hear
3447,)
3448,femal
3449,comedienn
3450,lot
3451,gon
3452,na
3453,go
3454,limb
3455,say
3456,actual
3457,'m
3458,sexist
3459,racist
3460,observ
3461,'m
3462,joke
3463,tell
3464,woman
3465,make
3466,sandwich
3467,...
3468,want
3469,spaghetti
3470,bitch
3471,better
3472,make
3473,n't
3474,care
3475,peopl
3476,call
3477,sexist
3478,n't
3479,find
3480,femal
3481,comedian
3482,funni
3483,im
3484,sexist
3485,come
3486,learn
3487,prefer
3488,male
3489,..
3490,fave
3491,teacher
3492,male
3493,direct
3494,quot
3495,op
3496,``
3497,come
3498,learn
3499,prefer
3500,male
3501,nice
3502,tri
3503,um
3504,mean
3505,teen/young
3506,adult
3507,book
3508,yeah
3509,harri
3510,potter
3511,perci
3512,jackson
3513,sorr
3514,sexist
3515,retort
3516,would
3517,``
3518,make
3519,sandwich
3520,'m
3521,ill
3522,forget
3523,y'all
3524,'m
3525,sexist
3526,woman
3527,footbal
3528,make
3529,feel
3530,sick
3531,women
3532,realli
3533,bad
3534,driver
3535,call
3536,sexist
3537,ca
3538,n't
3539,stand
3540,women
3541,auto
3542,journalist
3543,someth
3544,n't
3545,right
3546,'m
3547,sexist
3548,...
3549,heck
3550,girl
3551,person
3552,trainer..
3553,?
3554,?
3555,'m
3556,sexist
3557,girl
3558,=
3559,bad
3560,driver
3561,repeat
3562,lie
3563,often
3564,enough
3565,etc
3566,'m
3567,sexist
3568,girl
3569,n't
3570,funni
3571,'m
3572,sexist
3573,bitch
3574,ca
3575,n't
3576,drive
3577,shit
3578,im
3579,sexist
3580,hate
3581,woman
3582,sport
3583,comment
3584,swear
3585,'m
3586,sexist
3587,get
3588,ladi
3589,outta
3590,come
3591,footbal
3592,sexist
3593,realli
3594,dislik
3595,women
3596,announc
3597,'m
3598,sexist
3599,hate
3600,serv
3601,women
3602,unbelievanli
3603,fussi
3604,drink
3605,lol
3606,fuck
3607,doubt
3608,'m
3609,sexist
3610,especi
3611,girl
3612,respect
3613,men
3614,ever
3615,(
3616,well
3617,)
3618,holi
3619,fuck
3620,im
3621,sexist
3622,alot
3623,women
3624,fuck
3625,drive
3626,good
3627,talk
3628,wife
3629,much
3630,easier
3631,say
3632,shut
3633,n
3634,make
3635,sammich
3636,lol
3637,hahaha
3638,get
3639,bait
3640,switch
3641,one
3642,thing
3643,care
3644,less
3645,soccer
3646,?
3647,women
3648,soccer
3649,women
3650,tenni
3651,good
3652,standard
3653,oi
3654,'m
3655,sexist
3656,swear
3657,god
3658,like
3659,%
3660,women
3661,popul
3662,london
3663,know
3664,drive
3665,properli
3666,ff
3667,true
3668,women
3669,sport
3670,aw
3671,lack
3672,much
3673,qualiti
3674,...
3675,rather
3676,watch
3677,men
3678,'m
3679,sexist
3680,feminist
3681,make
3682,sick
3683,go
3684,fight
3685,equal
3686,sorri
3687,n't
3688,know
3689,buy
3690,find
3691,hearti
3692,handshak
3693,two
3694,women
3695,awkward
3696,news
3697,flash
3698,word
3699,ladi
3700,short
3701,skirt
3702,short
3703,summer
3704,-
3705,call
3706,sexist
3707,n't
3708,care
3709,pakistani
3710,girl
3711,know
3712,make
3713,roti
3714,one
3715,care
3716,call
3717,sexist
3718,hate
3719,hear
3720,girl
3721,argu
3722,bout
3723,sport
3724,call
3725,sexist
3726,n't
3727,like
3728,women
3729,comment
3730,men
3731,sport
3732,call
3733,sexist
3734,like
3735,femal
3736,engin
3737,teacher
3738,``
3739,simpl
3740,thing
3741,pleas
3742,simpl
3743,mind
3744,'m
3745,sexist
3746,dammit
3747,best
3748,joke
3749,lololol
3750,bitch
3751,drive
3752,god
3753,damn
3754,'m
3755,sexist
3756,car
3757,driven
3758,femal
3759,ever
3760,lol
3761,dude
3762,go
3763,culinari
3764,school
3765,)
3766,grow
3767,tit
3768,put
3769,slightli
3770,foreign
3771,accent
3772,might
3773,get
3774,foook
3775,job
3776,'m
3777,sexist
3778,women
3779,comedian
3780,n't
3781,funni
3782,yeah
3783,total
3784,rain
3785,vagina
3786,man
3787,umbrella
3788,n't
3789,look
3790,right
3791,'m
3792,bro
3793,watch
3794,men
3795,slope
3796,style
3797,way
3798,better
3799,watch
3800,women
3801,self-awar
3802,sexism
3803,=
3804,still
3805,sexist
3806,magic
3807,pizza
3808,dinner
3809,?
3810,say
3811,need
3812,wife
3813,twitter
3814,would
3815,call
3816,sexist
3817,call
3818,misandrist
3819,men
3820,hardwar
3821,store
3822,amirit
3823,call
3824,sexist
3825,shop
3826,women
3827,take
3828,centuri
3829,&
3830,gt
3831,&
3832,lt
3833,problem
3834,call
3835,sexist
3836,ca
3837,n't
3838,enjoy
3839,game
3840,much
3841,woman
3842,announc
3843,call
3844,sexist
3845,tast
3846,call
3847,sexist
3848,desir
3849,see
3850,stand
3851,alon
3852,wonder
3853,woman
3854,movi
3855,ok
3856,hav
3857,girl
3858,replacin
3859,batteri
3860,kinda
3861,strang
3862,...
3863,...
3864,'m
3865,sorri
3866,call
3867,sexist
3868,women
3869,n't
3870,get
3871,involv
3872,footbal
3873,'ve
3874,made
3875,oath
3876,never
3877,take
3878,bird
3879,lan
3880,men
3881,give
3882,opinion
3883,...
3884,...
3885,...
3886,...
3887,\
3888,'m
3889,sexist
3890,women
3891,play
3892,poker
3893,...
3894,...
3895,..
3896,/
3897,im
3898,sexist
3899,...
3900,bring
3901,tear
3902,eye
3903,see
3904,woman
3905,success
3906,revers
3907,park
3908,space
3909,back
3910,straight
3911,ball
3912,?
3913,would
3914,scientif
3915,precis
3916,pleas
3917,women
3918,cricket
3919,'m
3920,sexist
3921,rather
3922,kick
3923,eye
3924,pmsing
3925,time
3926,lol
3927,'m
3928,sexist
3929,ca
3930,n't
3931,work
3932,femal
3933,manag
3934,time
3935,anymor
3936,gold
3937,heard
3938,someon
3939,say
3940,``
3941,feminist
3942,fantast
